name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-15129,NO,1,7,7,6,5,8,6
GENE-15130,NO,1,0,0,0,0,0,0
GENE-15131,NO,1,2,4,5,2,1,4
GENE-15132,NO,1,42,39,48,55,40,52
GENE-15133,NO,1,0,0,0,0,0,0
GENE-15134,NO,1,0,0,0,0,0,0
GENE-15135,NO,1,0,0,0,0,0,0
GENE-15136,NO,1,0,0,0,0,0,0
GENE-15137,NO,1,0,0,0,0,0,0
GENE-15138,NO,1,3,4,6,4,1,6
GENE-15139,NO,1,0,0,0,0,0,0
GENE-15140,NO,1,1,1,0,2,2,0
GENE-15141,NO,1,0,0,0,0,0,0
GENE-15142,NO,1,0,0,0,0,0,0
GENE-15143,NO,1,0,0,0,0,0,0
GENE-15144,NO,1,0,0,0,0,0,0
GENE-15145,NO,1,0,0,0,0,0,0
GENE-15146,NO,1,0,0,0,0,0,0
GENE-15147,NO,1,0,1,1,0,1,0
GENE-15148,NO,1,0,0,0,0,0,0
GENE-15149,YES,1,0,0,0,0,0,0
GENE-15150,NO,1,0,0,0,0,0,0
GENE-15151,NO,1,76,112,87,92,57,92
GENE-15152,NO,1,0,0,0,0,0,0
GENE-15153,NO,1,0,0,0,0,0,0
GENE-15154,NO,1,0,0,0,0,0,0
GENE-15155,NO,1,676,636,543,672,596,670
GENE-15156,NO,1,0,4,1,1,5,2
GENE-15157,NO,1,0,0,0,0,0,0
GENE-15158,NO,1,11,21,22,6,24,11
GENE-15159,NO,1,17,17,27,17,14,22
GENE-15160,NO,1,0,0,0,0,0,0
GENE-15161,NO,1,0,0,0,0,0,0
GENE-15162,NO,1,0,0,0,0,0,0
GENE-15163,NO,1,0,2,5,0,4,0
GENE-15164,NO,1,175,149,164,175,174,145
GENE-15165,NO,1,0,0,0,0,0,0
GENE-15166,NO,1,0,2,7,1,0,0
GENE-15167,NO,1,9,12,9,3,7,2
GENE-15169,NO,1,20,35,32,36,26,30
GENE-15170,NO,1,0,0,0,0,0,0
GENE-15171,NO,1,0,0,0,0,0,0
GENE-15172,NO,1,203,204,219,216,249,235
GENE-15173,NO,1,0,0,0,0,0,0
GENE-15174,YES,1,0,0,0,0,0,0
GENE-15175,NO,1,0,0,0,0,0,0
GENE-15176,NO,1,0,0,0,0,0,0
GENE-15177,NO,1,42,23,50,39,65,59
GENE-15178,NO,1,0,0,0,0,0,0
GENE-15179,NO,1,0,0,0,0,0,0
GENE-15180,NO,1,0,0,0,0,0,0
GENE-15181,NO,1,0,0,0,0,0,0
GENE-15182,NO,1,0,0,0,0,0,0
GENE-15183,NO,1,0,0,0,0,0,0
GENE-15184,NO,1,0,0,0,0,0,0
GENE-15185,NO,1,0,0,0,0,0,0
GENE-15186,NO,1,0,0,0,0,0,0
GENE-15187,NO,1,0,0,0,0,0,0
GENE-15188,NO,1,0,0,0,0,0,0
GENE-15189,NO,1,0,0,0,0,0,0
GENE-15190,NO,1,826,979,930,1019,971,1129
GENE-15191,NO,1,0,0,0,0,0,0
GENE-15192,NO,1,107,116,121,116,132,128
GENE-15193,NO,1,0,0,0,0,0,0
GENE-15194,NO,1,155,112,128,143,128,167
GENE-15195,YES,1,1,0,1,0,2,0
GENE-15196,NO,1,0,0,0,0,0,0
GENE-15197,NO,1,13,16,7,14,17,14
GENE-15198,NO,1,0,0,0,0,0,0
GENE-15199,NO,1,0,0,0,0,0,0
GENE-15200,NO,1,1,1,0,1,1,2
GENE-15201,NO,1,35,39,23,48,38,58
GENE-15202,NO,1,0,0,0,0,0,0
GENE-15203,NO,1,0,0,0,0,0,0
GENE-15204,NO,1,188,107,101,132,138,114
GENE-15205,NO,1,5,10,10,7,12,6
GENE-15206,NO,1,0,0,0,0,0,0
GENE-15207,NO,1,0,0,0,0,0,0
GENE-15208,YES,1,0,0,0,0,0,0
GENE-15209,NO,1,0,0,0,0,0,0
GENE-15210,NO,1,0,0,0,0,0,0
GENE-15211,NO,1,856,1067,1036,918,1107,781
GENE-15212,NO,1,0,0,0,0,0,0
GENE-15213,NO,1,0,0,0,0,0,0
GENE-15214,NO,1,0,0,0,0,0,0
GENE-15215,NO,1,0,0,0,0,0,0
GENE-15216,NO,1,2,0,1,2,1,1
GENE-15217,NO,1,824,739,640,600,771,699
GENE-15218,NO,1,1,164,17,131,109,107
GENE-15219,NO,1,0,1,0,0,0,0
GENE-15220,NO,1,0,0,0,0,0,0
GENE-15221,NO,1,7,11,9,2,7,7
GENE-15222,NO,1,0,0,0,0,0,0
GENE-15223,NO,1,0,0,0,0,0,0
GENE-15224,NO,1,5,1,1,5,2,5
GENE-15225,NO,1,0,0,0,0,0,0
GENE-15226,NO,1,0,0,0,0,1,0
GENE-15227,NO,1,0,0,0,0,0,0
GENE-15228,NO,1,0,0,0,0,0,0
GENE-15229,NO,1,0,0,0,0,0,0
GENE-15230,NO,1,1083,1160,1167,1218,1216,1110
GENE-15231,NO,1,1698,1841,2688,1940,1933,2176
GENE-15232,NO,1,0,0,0,0,0,0
GENE-15233,NO,1,0,0,0,0,0,0
GENE-15234,YES,1,0,0,0,0,0,0
GENE-15235,NO,1,0,0,0,0,0,0
GENE-15236,NO,1,0,0,0,0,0,0
GENE-15237,NO,1,0,0,0,0,0,0
GENE-15238,NO,1,0,0,0,0,0,0
GENE-15239,NO,1,0,0,0,0,0,0
GENE-15240,YES,1,0,0,0,0,0,0
GENE-15241,NO,1,0,0,0,0,0,0
GENE-15242,NO,1,0,0,0,0,0,0
GENE-15243,NO,1,0,0,0,0,0,1
GENE-15244,NO,1,1235,953,753,760,856,900
GENE-15245,NO,1,0,0,0,0,0,0
GENE-15246,YES,1,0,0,0,0,0,0
GENE-15247,NO,1,0,0,0,0,0,0
GENE-15248,NO,1,202,169,187,165,172,172
GENE-15249,NO,1,2,1,4,1,2,4
GENE-15250,NO,1,35,22,31,31,29,25
GENE-15251,NO,1,22,13,8,18,14,9
GENE-15252,NO,1,0,0,0,0,0,0
GENE-15253,NO,1,26,30,31,15,9,10
GENE-15254,NO,1,0,0,0,0,0,0
GENE-15255,NO,1,0,0,0,0,0,0
GENE-15256,YES,1,0,0,0,0,0,0
GENE-15257,NO,1,0,0,0,0,0,0
GENE-15258,NO,1,0,0,0,0,0,0
GENE-15259,NO,1,0,0,0,0,0,0
GENE-15260,NO,1,0,0,0,0,0,0
GENE-15261,NO,1,0,0,0,0,0,0
GENE-15262,NO,1,207,197,213,158,177,186
GENE-15263,YES,1,0,0,0,0,0,0
GENE-15264,NO,1,286,165,149,265,535,123
GENE-15265,NO,1,0,0,0,0,0,0
GENE-15266,NO,1,0,0,0,0,0,0
GENE-15267,NO,1,0,0,0,0,0,0
GENE-15268,NO,1,821,854,878,820,843,972
GENE-15269,NO,1,0,0,0,0,0,0
GENE-15270,NO,1,0,0,0,0,0,0
GENE-15271,NO,1,0,0,0,0,0,0
GENE-15272,NO,1,4,3,5,5,1,3
GENE-15273,NO,1,248,159,145,184,252,139
GENE-15274,NO,1,13,18,17,14,13,18
GENE-15275,NO,1,0,0,0,0,0,0
GENE-15276,NO,1,0,0,0,0,0,0
GENE-15277,NO,1,0,0,0,0,0,0
GENE-15278,NO,1,0,0,0,0,0,0
GENE-15279,NO,1,0,0,0,0,0,0
GENE-15280,NO,1,0,0,0,0,0,0
GENE-15281,NO,1,0,0,0,0,0,0
GENE-15282,NO,1,0,0,0,0,0,0
GENE-15283,NO,1,1,1,0,1,2,1
GENE-15284,NO,1,0,0,0,0,0,0
GENE-15285,NO,1,0,0,0,0,0,0
GENE-15286,NO,1,0,0,0,0,0,0
GENE-15287,NO,1,430,365,389,451,415,410
GENE-15288,NO,1,0,0,0,0,0,0
GENE-15289,NO,1,0,0,0,0,0,0
GENE-15290,NO,1,0,0,0,0,0,0
GENE-15291,NO,1,2,3,2,0,0,0
GENE-15292,NO,1,0,0,0,0,0,0
GENE-15293,NO,1,0,0,0,0,0,0
GENE-15294,NO,1,0,0,0,0,0,0
GENE-15295,NO,1,7,3,6,3,3,0
GENE-15296,NO,1,0,0,0,0,0,0
GENE-15297,NO,1,0,0,0,0,0,0
GENE-15298,NO,1,0,0,0,0,0,0
GENE-15299,NO,1,0,0,0,0,0,0
GENE-15300,NO,1,0,0,0,0,0,0
GENE-15301,NO,1,0,0,0,0,0,0
GENE-15302,NO,1,50,47,50,36,42,44
GENE-15303,NO,1,0,0,0,0,0,0
GENE-15304,NO,1,0,0,0,0,0,0
GENE-15305,NO,1,0,0,0,0,0,0
GENE-15306,NO,1,0,0,0,0,0,1
GENE-15307,NO,1,0,0,0,0,0,0
GENE-15308,NO,1,11,16,14,21,22,18
GENE-15309,NO,1,81,42,53,33,68,52
GENE-15310,NO,1,0,0,0,0,0,0
GENE-15311,NO,1,0,0,0,0,0,0
GENE-15312,YES,1,0,0,0,0,0,0
GENE-15313,NO,1,0,0,0,0,0,0
GENE-15314,NO,1,0,0,0,0,0,0
GENE-15315,NO,1,0,0,0,0,0,0
GENE-15316,NO,1,0,0,0,0,0,0
GENE-15317,NO,1,0,0,0,0,0,0
GENE-15318,NO,1,536,440,528,536,439,676
GENE-15319,NO,1,0,0,0,0,0,0
GENE-15320,NO,1,1,3,1,3,1,1
GENE-15321,YES,1,0,0,0,0,0,0
GENE-15322,NO,1,0,0,0,0,0,0
GENE-15323,NO,1,864,836,1074,390,1099,916
GENE-15324,NO,1,0,0,0,0,0,0
GENE-15325,NO,1,0,0,0,0,0,0
GENE-15326,NO,1,0,0,0,0,0,0
GENE-15327,NO,1,0,0,0,0,0,0
GENE-15328,NO,1,4,0,1,1,0,2
GENE-15329,NO,1,3,1,1,2,0,2
GENE-15330,NO,1,0,0,0,0,0,0
GENE-15331,NO,1,2705,3643,2105,1845,2409,1958
GENE-15332,NO,1,5,5,8,4,4,8
GENE-15333,NO,1,0,0,0,0,0,0
GENE-15334,NO,1,0,0,0,0,0,0
GENE-15335,NO,1,17,19,11,14,15,21
GENE-15336,NO,1,0,0,0,0,0,0
GENE-15337,NO,1,58,40,41,43,62,27
GENE-15338,NO,1,0,0,0,0,0,0
GENE-15339,NO,1,4,3,1,3,2,2
GENE-15340,NO,1,0,0,0,0,0,0
GENE-15341,NO,1,1,2,1,0,1,1
GENE-15342,NO,1,0,0,0,0,0,0
GENE-15343,NO,1,0,0,0,0,0,0
GENE-15344,NO,1,581,550,564,655,594,539
GENE-15345,NO,1,0,0,0,0,0,0
GENE-15346,NO,1,0,0,0,0,0,0
GENE-15347,NO,1,0,0,0,0,0,0
GENE-15348,NO,1,75,78,103,72,97,90
GENE-15349,NO,1,0,0,0,0,0,0
GENE-15350,NO,1,101,93,90,100,101,104
GENE-15351,NO,1,58,80,71,64,57,63
GENE-15352,NO,1,0,0,0,0,0,0
GENE-15353,YES,1,0,0,0,0,0,0
GENE-15354,NO,1,3550,3051,2451,2446,1702,3850
GENE-15355,NO,1,521,549,563,526,506,490
GENE-15356,NO,1,2,2,1,2,4,1
GENE-15357,NO,1,0,0,0,0,0,0
GENE-15358,NO,1,0,0,0,0,0,0
GENE-15359,NO,1,0,0,0,0,0,0
GENE-15360,NO,1,0,0,0,0,0,0
GENE-15361,NO,1,0,0,0,0,0,0
GENE-15362,NO,1,0,0,0,0,0,0
GENE-15363,NO,1,0,0,0,0,0,0
GENE-15364,NO,1,1,3,6,2,1,3
GENE-15365,NO,1,0,0,0,0,0,0
GENE-15366,NO,1,0,0,0,0,0,0
GENE-15367,NO,1,0,0,0,0,0,0
GENE-15368,NO,1,0,0,0,0,0,0
GENE-15369,NO,1,0,0,0,0,0,0
GENE-15370,NO,1,0,0,0,0,0,0
GENE-15371,NO,1,1376,1349,1261,1134,1117,1516
GENE-15372,NO,1,0,0,0,0,0,0
GENE-15373,NO,1,0,0,0,0,0,0
GENE-15374,NO,1,0,0,0,0,0,0
GENE-15375,NO,1,0,0,0,0,0,0
GENE-15376,NO,1,9,11,19,2,7,10
GENE-15377,NO,1,0,0,0,0,0,0
GENE-15378,NO,1,0,0,0,0,0,0
GENE-15379,NO,1,0,0,0,0,0,0
GENE-15380,NO,1,0,0,0,0,0,0
GENE-15381,NO,1,0,0,0,0,0,0
GENE-15382,NO,1,0,0,0,0,0,0
GENE-15383,NO,1,0,0,0,0,0,0
GENE-15384,NO,1,56,47,50,44,59,62
GENE-15385,NO,1,0,0,0,0,0,0
GENE-15386,NO,1,0,0,0,0,0,0
GENE-15387,NO,1,381,289,408,364,370,391
GENE-15388,NO,1,0,0,0,0,0,0
GENE-15389,NO,1,2,4,6,0,4,4
GENE-15390,NO,1,0,0,0,0,0,0
GENE-15391,NO,1,0,0,0,0,0,0
GENE-15392,NO,1,0,0,0,0,0,0
GENE-15393,NO,1,893,967,513,925,720,966
GENE-15395,NO,1,0,0,0,0,0,0
GENE-15396,NO,1,0,0,0,0,0,0
GENE-15397,NO,1,8,10,6,6,6,10
GENE-15398,NO,1,0,0,0,0,0,0
GENE-15399,NO,1,0,0,0,0,0,0
GENE-15400,NO,1,1088,1164,1161,825,1181,824
GENE-15401,NO,1,1,2,1,0,1,0
GENE-15402,NO,1,0,0,0,0,0,0
GENE-15403,YES,1,0,0,0,0,0,0
GENE-15404,NO,1,29,52,33,53,43,38
GENE-15405,NO,1,18,4,13,12,21,11
GENE-15406,NO,1,0,0,0,0,0,0
GENE-15407,NO,1,0,0,0,0,0,0
GENE-15408,NO,1,0,0,0,0,0,0
GENE-15409,NO,1,0,0,0,0,0,0
GENE-15410,NO,1,0,0,0,0,0,0
GENE-15411,NO,1,371,346,280,292,340,285
GENE-15412,YES,1,0,0,0,0,0,0
GENE-15413,NO,1,0,0,0,0,0,0
GENE-15414,NO,1,6,3,4,2,5,3
GENE-15415,NO,1,130,177,142,126,165,146
GENE-15416,NO,1,0,0,0,0,0,0
GENE-15417,NO,1,0,0,0,0,0,0
GENE-15418,NO,1,0,0,0,0,0,0
GENE-15420,NO,1,0,0,0,0,0,0
GENE-15421,NO,1,0,1,0,0,0,0
GENE-15422,NO,1,0,0,0,0,0,0
GENE-15423,NO,1,2,4,0,1,0,0
GENE-15424,NO,1,0,0,0,0,0,0
GENE-15425,NO,1,0,0,0,0,0,0
GENE-15426,NO,1,0,0,0,0,0,0
GENE-15427,NO,1,77,96,103,86,98,99
GENE-15428,NO,1,0,0,0,0,0,0
GENE-15429,NO,1,0,0,0,0,0,0
GENE-15430,NO,1,0,0,0,0,0,0
GENE-15431,NO,1,19,29,15,16,16,23
GENE-15432,NO,1,0,0,0,0,0,0
GENE-15433,NO,1,0,0,0,0,0,0
GENE-15434,YES,1,0,0,0,0,0,0
GENE-15435,NO,1,0,0,0,0,0,0
GENE-15436,NO,1,0,0,0,0,0,0
GENE-15437,NO,1,0,0,0,0,0,0
GENE-15438,NO,1,19,1639,258,641,288,198
GENE-15439,NO,1,7,10,6,13,17,3
GENE-15440,NO,1,0,0,0,0,0,0
GENE-15441,YES,1,8,9,5,9,10,2
GENE-15442,NO,1,0,0,2,0,0,0
GENE-15443,NO,1,0,0,0,0,0,0
GENE-15444,NO,1,0,0,0,0,0,0
GENE-15445,NO,1,0,0,0,0,0,0
GENE-15446,NO,1,0,0,0,0,0,0
GENE-15447,NO,1,0,0,0,0,0,0
GENE-15448,NO,1,0,0,0,0,0,0
GENE-15449,NO,1,2391,2547,3388,2609,2805,3270
GENE-15450,NO,1,0,0,0,0,0,0
GENE-15451,NO,1,0,0,0,0,0,0
GENE-15452,NO,1,0,0,0,0,0,0
GENE-15453,NO,1,0,0,0,0,0,0
GENE-15454,NO,1,0,0,0,0,0,0
GENE-15455,NO,1,0,0,0,0,0,0
GENE-15456,NO,1,0,0,0,0,0,0
GENE-15457,NO,1,80,59,38,103,51,57
GENE-15458,NO,1,0,0,0,0,0,0
GENE-15459,NO,1,0,0,0,0,0,0
GENE-15460,NO,1,0,0,0,0,0,0
GENE-15461,NO,1,0,0,0,0,0,0
GENE-15462,NO,1,0,0,0,0,0,0
GENE-15463,NO,1,0,0,0,0,0,0
GENE-15464,NO,1,0,0,0,0,0,0
GENE-15465,NO,1,0,0,0,0,0,0
GENE-15467,NO,1,0,2,0,1,0,3
GENE-15468,NO,1,0,0,0,0,0,0
GENE-15469,NO,1,0,0,0,0,0,0
GENE-15470,NO,1,25,5,11,30,28,6
GENE-15471,NO,1,0,0,0,0,0,0
GENE-15472,NO,1,0,0,0,0,0,0
GENE-15473,NO,1,1,0,1,1,1,2
GENE-15474,NO,1,12,22,17,19,18,14
GENE-15475,NO,1,0,0,0,0,0,0
GENE-15476,NO,1,0,0,0,0,0,0
GENE-15477,NO,1,0,0,0,0,0,0
GENE-15478,NO,1,0,0,0,0,0,0
GENE-15479,NO,1,1,0,1,0,0,0
GENE-15480,NO,1,0,0,0,0,0,0
GENE-15481,NO,1,0,0,0,0,0,0
GENE-15482,NO,1,0,0,0,0,0,0
GENE-15483,NO,1,0,0,0,0,0,0
GENE-15484,NO,1,0,0,0,0,0,0
GENE-15485,NO,1,0,0,0,0,0,0
GENE-15486,NO,1,0,0,0,0,0,0
GENE-15487,NO,1,0,0,0,0,0,0
GENE-15488,NO,1,6002,6863,6022,6964,5085,8824
GENE-15489,NO,1,0,0,0,0,0,0
GENE-15490,NO,1,374,401,427,374,352,463
GENE-15491,NO,1,0,0,0,0,0,0
GENE-15492,NO,1,0,0,0,0,0,0
GENE-15493,NO,1,0,0,1,1,1,1
GENE-15494,NO,1,0,0,0,0,0,0
GENE-15495,NO,1,327,288,372,249,346,291
GENE-15496,NO,1,1095,1081,1009,1039,1243,1000
GENE-15497,NO,1,0,0,0,0,0,0
GENE-15498,NO,1,0,3,1,2,1,0
GENE-15499,NO,1,0,0,0,0,0,0
GENE-15500,NO,1,488,787,454,512,415,467
GENE-15501,NO,1,0,0,0,0,0,0
GENE-15502,NO,1,160,143,116,103,178,119
GENE-15503,NO,1,278,261,283,284,227,258
GENE-15504,NO,1,0,0,0,0,0,0
GENE-15505,NO,1,0,0,0,0,0,0
GENE-15506,NO,1,0,0,0,2,0,0
GENE-15507,NO,1,0,0,0,0,0,0
GENE-15508,NO,1,0,0,0,0,0,0
GENE-15509,NO,1,3575,3656,4472,4359,3580,3273
GENE-15510,NO,1,0,0,0,0,0,0
GENE-15511,NO,1,0,0,0,0,0,0
GENE-15512,NO,1,0,0,0,0,0,0
GENE-15513,NO,1,6,3,4,8,10,7
GENE-15514,NO,1,0,0,0,0,0,0
GENE-15515,NO,1,0,0,0,0,0,0
GENE-15516,NO,1,9,2,6,11,8,2
GENE-15517,NO,1,18,13,10,19,19,19
GENE-15518,NO,1,0,0,0,0,1,1
GENE-15519,NO,1,0,0,0,0,0,0
GENE-15520,NO,1,0,0,0,0,0,0
GENE-15521,NO,1,1521,1446,1433,1268,1407,1788
GENE-15522,NO,1,710,742,656,820,768,813
GENE-15523,NO,1,175,236,219,196,191,198
GENE-15524,NO,1,0,0,0,0,0,0
GENE-15525,NO,1,19,28,27,23,24,18
GENE-15526,NO,1,0,0,0,0,0,0
GENE-15527,NO,1,0,0,0,0,0,0
GENE-15528,NO,1,70,43,50,28,35,59
GENE-15529,NO,1,71,67,141,140,103,49
GENE-15530,NO,1,0,0,0,0,0,0
GENE-15531,NO,1,1,3,1,2,0,0
GENE-15532,NO,1,0,0,0,0,0,0
GENE-15533,NO,1,3,18,56,31,24,21
GENE-15534,NO,1,4,1,2,1,1,2
GENE-15535,NO,1,1625,2918,1349,1667,2138,2480
GENE-15536,NO,1,0,0,0,0,0,0
GENE-15537,NO,1,92,79,92,72,103,77
GENE-15538,NO,1,5,4,2,4,2,7
GENE-15539,NO,1,37,41,37,38,36,30
GENE-15540,NO,1,0,0,0,0,0,0
GENE-15541,NO,1,0,0,0,0,0,0
GENE-15542,NO,1,0,0,0,0,0,0
GENE-15543,NO,1,0,0,0,0,0,0
GENE-15544,NO,1,0,0,0,0,0,0
GENE-15545,NO,1,0,0,0,0,0,0
GENE-15546,NO,1,0,0,0,0,0,0
GENE-15547,NO,1,0,1,1,1,1,2
GENE-15548,NO,1,1364,1156,1362,1794,1288,1399
GENE-15549,NO,1,77,133,100,64,77,66
GENE-15550,NO,1,0,0,0,0,0,0
GENE-15551,NO,1,889,691,963,658,1031,860
GENE-15552,NO,1,0,0,0,0,0,0
GENE-15553,NO,1,0,0,0,0,0,0
GENE-15554,NO,1,0,0,0,0,0,0
GENE-15555,NO,1,1,0,1,0,0,0
GENE-15556,NO,1,338,280,390,276,346,325
GENE-15557,NO,1,0,0,0,0,0,0
GENE-15558,NO,1,0,0,0,0,0,0
GENE-15559,NO,1,0,0,0,0,0,0
GENE-15560,NO,1,0,0,0,0,0,0
GENE-15561,NO,1,0,0,0,0,0,0
GENE-15562,NO,1,0,0,0,0,0,0
GENE-15563,NO,1,674,340,201,621,869,589
GENE-15564,NO,1,0,0,0,0,0,0
GENE-15565,NO,1,31,34,51,37,48,52
GENE-15566,NO,1,0,0,0,0,0,0
GENE-15567,NO,1,0,0,0,0,0,0
GENE-15568,NO,1,474,438,434,461,381,587
GENE-15569,YES,1,0,0,0,0,0,0
GENE-15570,NO,1,0,0,0,0,0,0
GENE-15571,NO,1,0,0,0,0,0,0
GENE-15572,NO,1,0,0,0,0,0,0
GENE-15573,NO,1,44,3001,642,255,12,961
GENE-15574,NO,1,0,0,0,0,0,0
GENE-15575,NO,1,0,0,0,0,0,0
GENE-15576,NO,1,3098,2967,2750,2725,2822,2996
GENE-15578,NO,1,0,0,0,0,0,0
GENE-15579,NO,1,0,0,0,0,0,0
GENE-15580,NO,1,0,0,0,0,0,0
GENE-15581,NO,1,0,0,0,0,0,0
GENE-15582,NO,1,0,0,0,0,0,0
GENE-15583,YES,1,0,0,0,0,0,0
GENE-15584,NO,1,110,140,95,111,145,198
GENE-15585,NO,1,0,0,0,0,0,0
GENE-15586,NO,1,2,3,2,4,2,2
GENE-15587,NO,1,0,0,1,3,0,0
GENE-15588,NO,1,8,20,8,17,11,4
GENE-15589,NO,1,0,0,0,0,0,0
GENE-15590,NO,1,0,0,0,0,0,0
GENE-15591,NO,1,0,0,0,0,0,0
GENE-15592,NO,1,0,0,0,0,0,0
GENE-15593,NO,1,0,0,0,0,0,0
GENE-15594,NO,1,0,0,0,0,0,0
GENE-15595,NO,1,65,53,59,71,50,46
GENE-15596,NO,1,27,9,16,19,17,15
GENE-15597,NO,1,16,15,10,5,14,14
GENE-15598,NO,1,0,0,0,0,0,0
GENE-15599,NO,1,20,17,22,18,19,11
GENE-15600,NO,1,256,252,314,151,267,108
GENE-15601,NO,1,500,277,537,667,522,610
GENE-15602,NO,1,65,82,41,85,68,124
GENE-15603,NO,1,0,0,0,0,0,0
GENE-15604,NO,1,0,0,0,0,0,0
GENE-15605,NO,1,0,0,0,0,0,0
GENE-15606,NO,1,0,0,0,0,0,0
GENE-15607,NO,1,237,125,216,199,235,294
GENE-15608,NO,1,0,0,0,0,0,0
GENE-15609,NO,1,0,0,0,0,0,0
GENE-15610,NO,1,0,0,0,0,0,0
GENE-15611,NO,1,0,0,0,0,0,0
GENE-15612,NO,1,0,0,0,0,0,0
GENE-15613,NO,1,4,1,31,114,102,7
GENE-15614,NO,1,0,0,0,0,0,0
GENE-15615,NO,1,2248,1814,1744,2016,2488,2520
GENE-15616,NO,1,244,435,249,331,282,232
GENE-15617,NO,1,0,0,0,0,0,0
GENE-15618,NO,1,0,0,0,0,0,0
GENE-15619,NO,1,2,3,4,0,4,2
GENE-15620,NO,1,0,0,0,0,0,0
GENE-15621,YES,1,0,0,0,0,0,0
GENE-15622,NO,1,0,0,0,0,0,0
GENE-15623,NO,1,39,31,47,39,32,34
GENE-15624,NO,1,123,126,185,176,161,208
GENE-15625,NO,1,0,0,0,0,0,0
GENE-15626,NO,1,0,0,0,0,0,0
GENE-15627,NO,1,102,103,126,76,111,148
GENE-15628,NO,1,1423,1258,2401,1754,1557,1437
GENE-15629,NO,1,27,29,30,32,15,24
GENE-15630,NO,1,0,0,0,0,0,0
GENE-15631,NO,1,0,0,0,0,0,0
GENE-15632,NO,1,0,0,0,0,0,0
GENE-15633,YES,1,0,0,0,0,0,0
GENE-15634,NO,1,0,0,0,0,0,0
GENE-15635,NO,1,0,0,0,0,0,0
GENE-15636,NO,1,36,27,38,24,37,37
GENE-15637,NO,1,24,23,23,33,21,22
GENE-15638,NO,1,456,435,528,440,388,575
GENE-15639,NO,1,0,0,0,0,0,0
GENE-15640,NO,1,0,0,0,0,0,0
GENE-15641,NO,1,0,0,0,0,0,0
GENE-15642,NO,1,0,0,0,0,0,0
GENE-15643,NO,1,0,0,0,0,0,0
GENE-15644,NO,1,0,0,0,0,0,0
GENE-15645,NO,1,0,0,0,0,0,0
GENE-15646,NO,1,0,0,0,0,0,0
GENE-15647,NO,1,5,3,7,5,4,6
GENE-15648,NO,1,0,0,0,0,0,0
GENE-15649,NO,1,0,0,0,0,0,0
GENE-15650,NO,1,0,0,0,0,0,0
GENE-15651,NO,1,0,0,0,0,0,0
GENE-15652,NO,1,0,0,0,0,0,0
GENE-15653,NO,1,0,0,0,0,0,0
GENE-15654,NO,1,0,0,0,0,1,0
GENE-15655,NO,1,34,29,25,21,40,35
GENE-15656,NO,1,0,0,0,0,0,0
GENE-15657,NO,1,0,0,0,0,0,0
GENE-15658,NO,1,633,933,1074,836,689,693
GENE-15659,NO,1,110,283,211,243,338,260
GENE-15660,NO,1,6,4,10,9,9,8
GENE-15661,NO,1,0,0,0,0,0,0
GENE-15662,NO,1,317,479,372,336,641,329
GENE-15663,NO,1,804,723,737,756,791,684
GENE-15664,NO,1,0,0,0,0,0,0
GENE-15665,NO,1,0,0,0,0,0,0
GENE-15666,NO,1,0,0,0,0,0,0
GENE-15667,NO,1,0,0,0,0,0,0
GENE-15668,NO,1,0,0,0,0,0,0
GENE-15669,NO,1,11,7,12,11,16,13
GENE-15670,NO,1,1041,1106,1111,1003,1196,900
GENE-15671,NO,1,0,0,0,0,0,0
GENE-15672,NO,1,892,842,980,759,935,926
GENE-15673,NO,1,0,0,0,0,0,0
GENE-15674,NO,1,0,0,0,0,0,0
GENE-15675,NO,1,0,0,0,0,0,0
GENE-15676,YES,1,0,0,0,0,0,0
GENE-15677,NO,1,28,6,2,1,7,3
GENE-15678,NO,1,0,0,0,0,0,0
GENE-15679,NO,1,0,0,0,0,0,0
GENE-15680,NO,1,0,0,0,0,0,0
GENE-15681,NO,1,0,0,0,0,0,0
GENE-15682,NO,1,0,0,0,0,0,0
GENE-15683,NO,1,1092,1058,1072,1192,1125,1013
GENE-15684,NO,1,0,0,0,0,0,0
GENE-15685,NO,1,0,0,0,0,0,0
GENE-15686,NO,1,0,0,0,0,0,0
GENE-15687,NO,1,1,1,0,0,0,0
GENE-15688,NO,1,0,0,0,0,0,0
GENE-15689,NO,1,0,0,0,0,0,0
GENE-15690,NO,1,0,1,0,0,0,0
GENE-15691,NO,1,0,0,0,0,0,0
GENE-15692,NO,1,0,0,0,0,0,0
GENE-15693,YES,1,0,0,0,0,0,0
GENE-15694,NO,1,0,0,0,0,0,0
GENE-15695,NO,1,0,0,0,0,0,0
GENE-15696,NO,1,0,0,0,0,0,0
GENE-15697,NO,1,0,0,0,0,0,0
GENE-15698,NO,1,0,0,0,0,0,0
GENE-15699,NO,1,0,0,0,0,0,0
GENE-15700,NO,1,1745,1065,1654,1328,1139,858
GENE-15701,NO,1,0,0,0,0,0,0
GENE-15702,NO,1,0,0,0,0,0,0
GENE-15703,NO,1,0,0,0,0,0,0
GENE-15704,NO,1,0,0,0,0,0,0
GENE-15705,NO,1,443,365,227,398,294,401
GENE-15706,NO,1,0,0,0,0,0,0
GENE-15707,NO,1,0,0,0,0,0,0
GENE-15708,NO,1,0,0,0,0,0,0
GENE-15709,NO,1,0,0,0,0,0,0
GENE-15710,NO,1,0,0,0,0,0,0
