# Program:featureCounts v1.5.3; Command:"featureCounts" "-a" "refs/agrobacterium_tumefaciens.gff" "-t" "gene" "-g" "ID" "-o" "matrix.txt" "WT_55_3.bam" "WT_67_1.bam" "WT_79_1.bam" "pssA_55_2.bam" "pssA_67_1.bam" "pssA_79_2.bam" 
Geneid	Chr	Start	End	Strand	Length	WT_55_3.bam	WT_67_1.bam	WT_79_1.bam	pssA_55_2.bam	pssA_67_1.bam	pssA_79_2.bam
gene-G6L97_RS21990	NZ_CP115842.1	1880223	1881293	+	1071	0	0	0	0	0	0
gene-G6L97_RS21995	NZ_CP115842.1	1881299	1882900	+	1602	0	0	0	0	0	0
gene-G6L97_RS22000	NZ_CP115842.1	1882950	1884224	+	1275	0	0	0	0	0	0
gene-G6L97_RS22005	NZ_CP115842.1	1884235	1885167	+	933	0	0	0	0	0	0
gene-G6L97_RS22010	NZ_CP115842.1	1885157	1885999	+	843	0	0	0	0	0	0
gene-G6L97_RS22015	NZ_CP115842.1	1886018	1887070	+	1053	0	0	0	0	0	0
gene-G6L97_RS22020	NZ_CP115842.1	1887179	1887916	-	738	0	0	0	0	0	0
gene-G6L97_RS22025	NZ_CP115842.1	1887913	1888758	-	846	0	0	0	0	0	0
gene-G6L97_RS22030	NZ_CP115842.1	1888745	1889644	-	900	0	0	0	0	0	0
gene-G6L97_RS22035	NZ_CP115842.1	1889641	1890669	-	1029	0	0	0	0	0	0
gene-G6L97_RS22040	NZ_CP115842.1	1890875	1891588	+	714	0	0	0	0	0	0
gene-G6L97_RS22045	NZ_CP115842.1	1891656	1892636	+	981	0	0	0	0	0	0
gene-G6L97_RS22050	NZ_CP115842.1	1892753	1894291	+	1539	0	0	0	0	0	0
gene-G6L97_RS22055	NZ_CP115842.1	1894533	1895636	+	1104	0	0	0	0	0	0
gene-G6L97_RS22060	NZ_CP115842.1	1895822	1898161	+	2340	0	0	0	0	0	0
gene-G6L97_RS22065	NZ_CP115842.1	1898368	1899261	+	894	0	0	0	0	0	0
gene-G6L97_RS22070	NZ_CP115842.1	1899281	1899565	+	285	0	0	0	0	0	0
gene-G6L97_RS22075	NZ_CP115842.1	1899562	1900392	+	831	0	0	0	0	0	0
gene-G6L97_RS22080	NZ_CP115842.1	1900396	1902888	+	2493	0	0	0	0	0	0
gene-G6L97_RS22085	NZ_CP115842.1	1902892	1903683	-	792	0	0	0	0	0	0
gene-G6L97_RS22090	NZ_CP115842.1	1903781	1904785	-	1005	0	0	0	0	0	0
gene-G6L97_RS22095	NZ_CP115842.1	1904785	1905429	-	645	1	0	0	13	2	0
gene-G6L97_RS22100	NZ_CP115842.1	1905543	1906085	+	543	0	0	0	0	0	0
gene-G6L97_RS22105	NZ_CP115842.1	1906107	1909253	-	3147	0	0	0	0	0	0
gene-G6L97_RS22110	NZ_CP115842.1	1909255	1910403	-	1149	0	0	0	0	0	0
gene-G6L97_RS22115	NZ_CP115842.1	1910593	1911267	+	675	0	0	0	0	0	0
gene-G6L97_RS22120	NZ_CP115842.1	1911264	1912598	+	1335	0	0	0	0	0	0
gene-G6L97_RS22125	NZ_CP115842.1	1912925	1913194	+	270	0	0	0	0	0	0
gene-G6L97_RS22130	NZ_CP115842.1	1913103	1913906	+	804	0	0	0	0	0	0
gene-G6L97_RS22135	NZ_CP115842.1	1913938	1914858	-	921	0	0	0	0	0	0
gene-G6L97_RS22140	NZ_CP115842.1	1915075	1917246	+	2172	6	10	7	21	10	24
gene-G6L97_RS22145	NZ_CP115842.1	1917302	1917478	-	177	0	0	0	0	0	0
gene-G6L97_RS22150	NZ_CP115842.1	1917731	1918624	+	894	0	0	0	0	0	0
gene-G6L97_RS22155	NZ_CP115842.1	1918756	1920876	-	2121	0	0	0	0	0	0
gene-G6L97_RS22160	NZ_CP115842.1	1921099	1922109	+	1011	0	0	0	0	0	0
gene-G6L97_RS22165	NZ_CP115842.1	1922106	1923149	+	1044	0	0	0	0	0	0
gene-G6L97_RS22170	NZ_CP115842.1	1923152	1924186	+	1035	0	0	0	0	0	0
gene-G6L97_RS22175	NZ_CP115842.1	1924183	1924995	+	813	0	0	0	0	0	0
gene-G6L97_RS22180	NZ_CP115842.1	1925001	1925384	-	384	0	0	0	0	0	0
gene-G6L97_RS22185	NZ_CP115842.1	1925538	1925927	+	390	0	0	0	0	0	0
gene-G6L97_RS22190	NZ_CP115842.1	1925954	1926697	+	744	0	0	0	0	0	0
gene-G6L97_RS22195	NZ_CP115842.1	1926785	1927660	-	876	0	0	0	0	0	0
gene-G6L97_RS22200	NZ_CP115842.1	1927793	1927990	+	198	0	0	0	0	0	0
gene-G6L97_RS22205	NZ_CP115842.1	1928007	1929458	+	1452	0	0	0	0	0	0
gene-G6L97_RS22210	NZ_CP115842.1	1929489	1930385	-	897	0	0	0	0	0	0
gene-G6L97_RS22215	NZ_CP115842.1	1930480	1931433	+	954	0	0	0	0	0	0
gene-G6L97_RS22220	NZ_CP115842.1	1931448	1932962	+	1515	0	0	0	0	0	0
gene-G6L97_RS22225	NZ_CP115842.1	1932975	1933874	-	900	0	0	0	0	0	0
gene-G6L97_RS22230	NZ_CP115842.1	1933871	1934911	-	1041	0	0	0	0	0	0
gene-G6L97_RS22235	NZ_CP115842.1	1934911	1936425	-	1515	0	1	0	0	0	0
gene-G6L97_RS22240	NZ_CP115842.1	1936430	1937272	-	843	0	0	0	0	0	0
gene-G6L97_RS22245	NZ_CP115842.1	1937269	1938210	-	942	0	0	0	0	0	0
gene-G6L97_RS22250	NZ_CP115842.1	1938227	1939492	-	1266	0	0	2	1	3	3
gene-G6L97_RS22255	NZ_CP115842.1	1939738	1940964	+	1227	0	0	0	0	0	0
gene-G6L97_RS22260	NZ_CP115842.1	1940984	1943386	+	2403	0	0	0	0	0	0
gene-G6L97_RS22265	NZ_CP115842.1	1943383	1944294	+	912	0	0	0	0	0	0
gene-G6L97_RS22270	NZ_CP115842.1	1944307	1944774	-	468	0	0	0	0	0	0
gene-G6L97_RS22275	NZ_CP115842.1	1944848	1945741	-	894	0	0	0	0	0	0
gene-G6L97_RS22280	NZ_CP115842.1	1945939	1947405	+	1467	0	0	0	0	0	0
gene-G6L97_RS22285	NZ_CP115842.1	1947514	1949601	+	2088	0	0	0	0	0	1
gene-G6L97_RS22290	NZ_CP115842.1	1949689	1950696	+	1008	0	0	0	0	0	0
gene-G6L97_RS22295	NZ_CP115842.1	1950698	1951834	+	1137	0	0	0	0	0	0
gene-G6L97_RS22300	NZ_CP115842.1	1951847	1953511	+	1665	0	0	0	0	0	0
gene-G6L97_RS22305	NZ_CP115842.1	1953533	1954906	+	1374	0	0	0	0	0	0
gene-G6L97_RS22310	NZ_CP115842.1	1955268	1956332	+	1065	16	15	47	11	30	25
gene-G6L97_RS22315	NZ_CP115842.1	1956344	1959118	+	2775	1	1	2	1	5	4
gene-G6L97_RS22320	NZ_CP115842.1	1959115	1960233	+	1119	1	10	2	5	11	2
gene-G6L97_RS22325	NZ_CP115842.1	1960369	1960971	+	603	0	0	0	0	0	0
gene-G6L97_RS22330	NZ_CP115842.1	1961186	1961332	+	147	0	0	0	0	0	0
gene-G6L97_RS22335	NZ_CP115842.1	1961775	1962218	-	444	0	0	0	0	0	0
gene-G6L97_RS22340	NZ_CP115842.1	1962597	1963559	+	963	0	0	0	0	0	0
gene-G6L97_RS22345	NZ_CP115842.1	1963762	1964460	+	699	0	0	0	0	0	0
gene-G6L97_RS22350	NZ_CP115842.1	1964569	1965534	+	966	0	0	0	0	0	0
gene-G6L97_RS22355	NZ_CP115842.1	1965646	1966683	-	1038	0	0	0	0	0	0
gene-G6L97_RS22360	NZ_CP115842.1	1967010	1967816	+	807	0	0	0	0	0	0
gene-G6L97_RS22365	NZ_CP115842.1	1967888	1968553	+	666	0	0	0	0	0	0
gene-G6L97_RS22370	NZ_CP115842.1	1968566	1969219	+	654	0	0	0	0	0	0
gene-G6L97_RS22375	NZ_CP115842.1	1969212	1969934	+	723	0	0	0	0	0	1
gene-G6L97_RS22380	NZ_CP115842.1	1969934	1971175	+	1242	0	0	0	0	0	0
gene-G6L97_RS22385	NZ_CP115842.1	1971286	1972995	+	1710	0	0	0	0	0	0
gene-G6L97_RS22390	NZ_CP115842.1	1973006	1974034	+	1029	0	0	0	0	0	0
gene-G6L97_RS22395	NZ_CP115842.1	1974096	1975118	-	1023	1	2	1	0	1	0
gene-G6L97_RS22400	NZ_CP115842.1	1975276	1975596	-	321	0	0	0	0	0	0
gene-G6L97_RS22405	NZ_CP115842.1	1975893	1976696	+	804	1	20	2	1	27	6
gene-G6L97_RS22410	NZ_CP115842.1	1976763	1977467	+	705	0	3	0	0	6	0
gene-G6L97_RS22415	NZ_CP115842.1	1977464	1978123	+	660	0	2	0	1	5	0
gene-G6L97_RS22420	NZ_CP115842.1	1978104	1978835	+	732	0	0	2	0	0	0
gene-G6L97_RS22425	NZ_CP115842.1	1978860	1979795	+	936	0	0	0	0	0	0
gene-G6L97_RS22430	NZ_CP115842.1	1980136	1982286	+	2151	0	0	0	0	0	0
gene-G6L97_RS22435	NZ_CP115842.1	1982798	1983952	+	1155	0	0	0	0	0	0
gene-G6L97_RS22440	NZ_CP115842.1	1984190	1985677	-	1488	0	0	0	0	0	0
gene-G6L97_RS22445	NZ_CP115842.1	1985846	1987411	+	1566	0	0	0	0	0	0
gene-G6L97_RS22450	NZ_CP115842.1	1987583	1988551	+	969	0	0	0	0	0	0
gene-G6L97_RS22455	NZ_CP115842.1	1988570	1989520	+	951	0	0	0	0	0	0
gene-G6L97_RS22460	NZ_CP115842.1	1989526	1990719	+	1194	0	0	0	0	0	0
gene-G6L97_RS22465	NZ_CP115842.1	1990719	1992212	+	1494	0	0	0	0	0	0
gene-G6L97_RS22470	NZ_CP115842.1	1992205	1993188	+	984	0	0	0	0	0	0
gene-G6L97_RS22475	NZ_CP115842.1	1993185	1994195	+	1011	0	0	0	0	0	0
gene-G6L97_RS22480	NZ_CP115842.1	1994204	1994881	-	678	0	0	0	0	0	0
gene-G6L97_RS22485	NZ_CP115842.1	1995011	1995640	+	630	0	0	0	0	0	0
gene-G6L97_RS22490	NZ_CP115842.1	1995663	1996379	+	717	0	0	0	0	0	0
gene-G6L97_RS22495	NZ_CP115842.1	1996495	1997430	+	936	0	0	0	0	0	0
gene-G6L97_RS22500	NZ_CP115842.1	1997543	1998022	+	480	0	0	0	0	0	0
gene-G6L97_RS22505	NZ_CP115842.1	1998019	1999575	+	1557	0	0	0	0	0	0
gene-G6L97_RS22510	NZ_CP115842.1	1999580	2002462	+	2883	0	0	0	0	0	0
gene-G6L97_RS22515	NZ_CP115842.1	2002533	2002871	+	339	0	0	0	0	0	0
gene-G6L97_RS22520	NZ_CP115842.1	2003004	2004656	+	1653	0	0	0	0	0	0
gene-G6L97_RS22525	NZ_CP115842.1	2004710	2005162	-	453	0	0	0	0	0	0
gene-G6L97_RS22530	NZ_CP115842.1	2005333	2006691	-	1359	0	0	0	0	0	0
gene-G6L97_RS22535	NZ_CP115842.1	2006688	2007350	-	663	0	0	0	0	0	0
gene-G6L97_RS22540	NZ_CP115842.1	2007486	2008034	+	549	0	0	0	0	0	0
gene-G6L97_RS22545	NZ_CP115842.1	2008117	2008623	-	507	0	0	0	0	0	0
gene-G6L97_RS22550	NZ_CP115842.1	2008620	2008967	-	348	0	0	0	0	0	0
gene-G6L97_RS22555	NZ_CP115842.1	2008975	2009154	-	180	0	0	0	0	0	0
gene-G6L97_RS22560	NZ_CP115842.1	2009295	2010773	-	1479	0	0	0	0	0	0
gene-G6L97_RS22565	NZ_CP115842.1	2010950	2011939	+	990	0	0	0	0	0	0
gene-G6L97_RS22570	NZ_CP115842.1	2012387	2014177	+	1791	0	0	0	0	0	0
gene-G6L97_RS22575	NZ_CP115842.1	2014310	2014651	+	342	0	0	0	0	0	0
gene-G6L97_RS22580	NZ_CP115842.1	2014648	2015571	+	924	0	0	0	0	0	0
gene-G6L97_RS22585	NZ_CP115842.1	2015730	2016539	-	810	0	0	0	0	0	0
gene-G6L97_RS22590	NZ_CP115842.1	2016657	2018801	-	2145	0	0	0	0	0	0
gene-G6L97_RS22595	NZ_CP115842.1	2019278	2019595	+	318	0	0	0	0	0	0
gene-G6L97_RS22600	NZ_CP115842.1	2019617	2020210	+	594	0	0	0	0	0	0
gene-G6L97_RS22605	NZ_CP115842.1	2020276	2020992	+	717	0	0	0	0	0	0
gene-G6L97_RS22610	NZ_CP115842.1	2021038	2021751	-	714	0	0	0	0	0	0
gene-G6L97_RS22615	NZ_CP115842.1	2021748	2022290	-	543	0	0	0	0	0	0
gene-G6L97_RS22620	NZ_CP115842.1	2022422	2022853	-	432	0	0	0	0	0	0
gene-G6L97_RS22625	NZ_CP115842.1	2022874	2023251	-	378	0	0	0	0	0	0
gene-G6L97_RS22630	NZ_CP115842.1	2023280	2024512	-	1233	0	0	0	0	0	0
gene-G6L97_RS22635	NZ_CP115842.1	2024499	2025317	-	819	0	0	0	0	0	0
gene-G6L97_RS22640	NZ_CP115842.1	2025314	2026687	-	1374	0	0	0	0	0	0
gene-G6L97_RS22645	NZ_CP115842.1	2026880	2027668	+	789	0	0	0	0	0	0
gene-G6L97_RS22650	NZ_CP115842.1	2027665	2028690	+	1026	0	0	0	0	0	0
gene-G6L97_RS22655	NZ_CP115842.1	2028977	2030302	+	1326	0	0	0	0	0	0
gene-G6L97_RS22660	NZ_CP115842.1	2030453	2031445	+	993	0	0	0	0	0	0
gene-G6L97_RS22665	NZ_CP115842.1	2031548	2032108	+	561	0	0	0	0	0	0
gene-G6L97_RS22670	NZ_CP115842.1	2032153	2033676	+	1524	0	0	0	0	0	0
gene-G6L97_RS22675	NZ_CP115842.1	2033895	2034308	-	414	0	0	0	0	0	0
gene-G6L97_RS22680	NZ_CP115842.1	2034477	2034875	-	399	0	0	0	0	0	0
gene-G6L97_RS22685	NZ_CP115842.1	2034941	2035378	-	438	0	0	0	0	0	0
gene-G6L97_RS22690	NZ_CP115842.1	2035624	2036187	+	564	0	0	0	0	0	0
gene-G6L97_RS22695	NZ_CP115842.1	2036219	2036749	+	531	0	0	0	0	0	0
gene-G6L97_RS22700	NZ_CP115842.1	2036769	2037470	+	702	0	0	0	0	0	0
gene-G6L97_RS22705	NZ_CP115842.1	2037527	2042014	-	4488	0	0	0	0	0	0
gene-G6L97_RS22710	NZ_CP115842.1	2042447	2043235	-	789	0	0	0	0	0	0
gene-G6L97_RS22715	NZ_CP115842.1	2043440	2043985	+	546	0	0	0	0	0	0
gene-G6L97_RS22720	NZ_CP115842.1	2043982	2044686	+	705	0	0	0	0	0	0
gene-G6L97_RS22725	NZ_CP115842.1	2044814	2045521	-	708	0	0	0	0	0	0
gene-G6L97_RS22730	NZ_CP115842.1	2045603	2046199	+	597	0	0	0	0	0	0
gene-G6L97_RS22735	NZ_CP115842.1	2046269	2046754	-	486	0	0	0	0	0	0
gene-G6L97_RS22740	NZ_CP115842.1	2047144	2047515	-	372	0	0	0	0	0	0
gene-G6L97_RS22745	NZ_CP115842.1	2047512	2047808	-	297	0	0	0	0	0	0
gene-G6L97_RS22750	NZ_CP115842.1	2048033	2048812	-	780	0	0	0	0	0	0
gene-G6L97_RS22755	NZ_CP115842.1	2048809	2049501	-	693	0	0	0	1	0	0
gene-G6L97_RS22760	NZ_CP115842.1	2049514	2050179	-	666	0	0	0	0	0	0
gene-G6L97_RS22765	NZ_CP115842.1	2050240	2051091	-	852	0	1	0	1	1	0
gene-G6L97_RS22770	NZ_CP115842.1	2051152	2052165	-	1014	0	2	0	0	0	0
gene-G6L97_RS22775	NZ_CP115842.1	2052169	2053347	-	1179	2	0	2	0	1	2
gene-G6L97_RS22780	NZ_CP115842.1	2053344	2054357	-	1014	0	0	0	0	0	0
gene-G6L97_RS22785	NZ_CP115842.1	2054354	2055373	-	1020	0	0	0	0	0	0
gene-G6L97_RS22790	NZ_CP115842.1	2055442	2056890	-	1449	0	0	1	1	0	0
gene-G6L97_RS22795	NZ_CP115842.1	2057050	2058453	-	1404	0	0	0	0	0	0
gene-G6L97_RS22800	NZ_CP115842.1	2058468	2059946	-	1479	0	0	0	0	0	0
gene-G6L97_RS22805	NZ_CP115842.1	2060067	2060534	+	468	0	0	0	0	0	0
gene-G6L97_RS22815	NZ_CP115842.1	2061986	2063122	+	1137	0	0	0	0	0	0
gene-G6L97_RS22820	NZ_CP115842.1	2063134	2064021	-	888	0	0	0	0	0	0
gene-G6L97_RS22825	NZ_CP115842.1	2064011	2065423	-	1413	0	0	2	0	0	2
gene-G6L97_RS22830	NZ_CP115842.1	2065506	2068985	-	3480	5	2	8	0	5	10
gene-G6L97_RS22835	NZ_CP115842.1	2068982	2070493	-	1512	11	2	11	15	13	21
gene-G6L97_RS22840	NZ_CP115842.1	2070490	2071830	-	1341	0	0	0	0	0	0
gene-G6L97_RS22845	NZ_CP115842.1	2071820	2073025	-	1206	0	0	0	0	0	0
gene-G6L97_RS22850	NZ_CP115842.1	2073032	2074036	-	1005	0	0	0	0	0	0
gene-G6L97_RS22855	NZ_CP115842.1	2074046	2075827	-	1782	0	0	0	0	0	0
gene-G6L97_RS22860	NZ_CP115842.1	2075820	2076329	-	510	3	0	3	0	1	4
gene-G6L97_RS22865	NZ_CP115842.1	2076322	2077143	-	822	0	0	0	0	0	0
gene-G6L97_RS22870	NZ_CP115842.1	2077140	2078534	-	1395	19	12	43	37	33	88
gene-G6L97_RS22875	NZ_CP115842.1	2078590	2080071	-	1482	9	4	84	18	20	60
gene-G6L97_RS22880	NZ_CP115842.1	2080168	2080677	-	510	0	0	16	0	0	12
gene-G6L97_RS22885	NZ_CP115842.1	2080743	2081798	-	1056	0	0	0	0	0	0
gene-G6L97_RS22890	NZ_CP115842.1	2082019	2084688	+	2670	26	29	14	35	50	12
gene-G6L97_RS22895	NZ_CP115842.1	2084746	2085222	+	477	82	70	161	102	171	139
gene-G6L97_RS22900	NZ_CP115842.1	2085331	2085720	+	390	0	0	0	0	0	0
gene-G6L97_RS22905	NZ_CP115842.1	2085732	2086232	+	501	0	0	0	0	0	0
gene-G6L97_RS22910	NZ_CP115842.1	2086246	2088399	+	2154	0	0	0	0	0	0
gene-G6L97_RS22915	NZ_CP115842.1	2088396	2088872	+	477	0	0	0	0	0	0
gene-G6L97_RS22920	NZ_CP115842.1	2088869	2089834	+	966	0	0	0	0	0	0
gene-G6L97_RS22925	NZ_CP115842.1	2089841	2090374	+	534	0	0	0	0	0	0
gene-G6L97_RS22930	NZ_CP115842.1	2090502	2090768	+	267	0	0	0	0	0	0
gene-G6L97_RS22935	NZ_CP115842.1	2090770	2091987	+	1218	0	0	0	0	0	0
gene-G6L97_RS22940	NZ_CP115842.1	2091984	2092532	+	549	0	0	0	0	0	0
gene-G6L97_RS22945	NZ_CP115842.1	2092535	2092984	+	450	0	0	0	0	0	0
gene-G6L97_RS22950	NZ_CP115842.1	2093414	2093692	-	279	0	0	0	0	0	0
gene-G6L97_RS22955	NZ_CP115842.1	2094090	2094890	+	801	0	0	0	0	0	0
gene-G6L97_RS22960	NZ_CP115842.1	2094930	2096915	-	1986	0	0	0	0	0	0
gene-G6L97_RS22965	NZ_CP115842.1	2097058	2098155	-	1098	0	0	0	0	0	0
gene-G6L97_RS22970	NZ_CP115842.1	2098814	2100367	+	1554	0	0	0	0	0	0
gene-G6L97_RS22975	NZ_CP115842.1	2100385	2101161	+	777	0	0	0	0	0	0
gene-G6L97_RS22980	NZ_CP115842.1	2101208	2101801	-	594	0	0	0	0	0	0
gene-G6L97_RS22985	NZ_CP115842.1	2101883	2105632	-	3750	0	2	0	0	1	0
gene-G6L97_RS22990	NZ_CP115842.1	2106041	2106967	+	927	0	0	1	0	1	0
gene-G6L97_RS22995	NZ_CP115842.1	2107155	2107463	+	309	1	0	3	0	2	3
gene-G6L97_RS23005	NZ_CP115842.1	2109332	2110816	+	1485	0	1	0	0	0	5
gene-G6L97_RS23010	NZ_CP115842.1	2111146	2111222	+	77	0	0	0	0	0	0
gene-G6L97_RS23015	NZ_CP115842.1	2111282	2111357	+	76	0	0	0	0	0	0
gene-G6L97_RS23020	NZ_CP115842.1	2111939	2114745	+	2807	0	0	0	2	0	0
gene-G6L97_RS23025	NZ_CP115842.1	2114995	2115109	+	115	1	4	0	0	0	0
gene-G6L97_RS23030	NZ_CP115842.1	2115367	2115443	+	77	0	0	0	0	0	0
gene-G6L97_RS23040	NZ_CP115842.1	2116103	2117167	-	1065	0	0	0	0	0	0
gene-G6L97_RS23045	NZ_CP115842.1	2117406	2118218	+	813	0	0	0	0	0	0
gene-G6L97_RS23050	NZ_CP115842.1	2118598	2119233	+	636	0	0	0	0	0	0
gene-G6L97_RS23055	NZ_CP115842.1	2119631	2120797	-	1167	0	0	0	0	0	0
gene-G6L97_RS23060	NZ_CP115842.1	2120814	2122022	-	1209	0	0	0	0	0	0
gene-G6L97_RS23065	NZ_CP115842.1	2122113	2123009	+	897	0	0	0	0	0	0
gene-G6L97_RS23070	NZ_CP115842.1	2123108	2123692	+	585	0	0	0	0	0	0
gene-G6L97_RS23075	NZ_CP115842.1	2123661	2124062	-	402	0	0	0	0	0	0
gene-G6L97_RS23080	NZ_CP115842.1	2124101	2124316	-	216	0	0	0	0	0	0
gene-G6L97_RS23085	NZ_CP115842.1	2124657	2124779	+	123	0	0	0	0	0	0
gene-G6L97_RS23090	NZ_CP115842.1	2124980	2125639	-	660	0	0	0	0	0	0
gene-G6L97_RS23095	NZ_CP115842.1	2125847	2126230	-	384	0	0	0	0	0	0
gene-G6L97_RS23100	NZ_CP115842.1	2126301	2126921	-	621	0	0	0	0	0	0
gene-G6L97_RS23110	NZ_CP115842.1	2127581	2127709	-	129	0	0	0	0	0	0
gene-G6L97_RS23115	NZ_CP115842.1	2127833	2128153	-	321	0	0	0	0	0	0
gene-G6L97_RS23120	NZ_CP115842.1	2128575	2128847	+	273	0	0	0	0	0	0
gene-G6L97_RS23125	NZ_CP115842.1	2128844	2130085	+	1242	0	0	0	0	0	0
gene-G6L97_RS23130	NZ_CP115842.1	2130075	2130215	+	141	0	0	0	0	0	0
gene-G6L97_RS23135	NZ_CP115842.1	2131238	2132332	+	1095	0	0	0	0	0	0
gene-G6L97_RS23140	NZ_CP115842.1	2132966	2133091	+	126	0	0	0	0	0	0
gene-G6L97_RS23145	NZ_CP115842.1	2133704	2133976	+	273	0	0	0	0	0	0
gene-G6L97_RS23155	NZ_CP115842.1	2134257	2134466	+	210	0	0	0	0	0	0
gene-G6L97_RS23160	NZ_CP115842.1	2134662	2134934	+	273	0	0	0	0	0	0
gene-G6L97_RS23165	NZ_CP115842.1	2134931	2136196	+	1266	0	0	0	0	0	0
gene-G6L97_RS23170	NZ_CP115842.1	2136244	2136648	-	405	1	1	1	1	0	4
gene-G6L97_RS23175	NZ_CP115842.1	2136695	2136913	-	219	6	5	0	2	3	0
gene-G6L97_RS23185	NZ_CP115843.1	1215	2240	+	1026	0	0	0	0	0	0
gene-G6L97_RS23190	NZ_CP115843.1	2443	3657	+	1215	0	0	0	0	0	0
gene-G6L97_RS23195	NZ_CP115843.1	4295	6808	-	2514	0	0	0	0	0	0
gene-G6L97_RS23200	NZ_CP115843.1	6833	8521	-	1689	0	0	0	0	0	0
gene-G6L97_RS23205	NZ_CP115843.1	8682	9611	+	930	0	0	0	0	0	0
gene-G6L97_RS23210	NZ_CP115843.1	9668	10552	-	885	0	0	0	0	0	0
gene-G6L97_RS23215	NZ_CP115843.1	10670	11131	+	462	0	0	0	0	0	0
gene-G6L97_RS23220	NZ_CP115843.1	11128	11859	+	732	0	0	0	0	0	0
gene-G6L97_RS23225	NZ_CP115843.1	11861	12166	+	306	0	0	0	0	0	0
gene-G6L97_RS23230	NZ_CP115843.1	12217	13050	+	834	0	0	0	0	0	0
gene-G6L97_RS23235	NZ_CP115843.1	13204	14118	-	915	0	0	0	0	0	0
gene-G6L97_RS23240	NZ_CP115843.1	14237	14773	+	537	0	0	0	0	0	0
gene-G6L97_RS23245	NZ_CP115843.1	14788	14925	+	138	0	0	0	0	0	0
gene-G6L97_RS23255	NZ_CP115843.1	15467	16369	-	903	0	0	0	0	0	0
gene-G6L97_RS23260	NZ_CP115843.1	16471	17097	+	627	0	0	0	0	0	0
gene-G6L97_RS23265	NZ_CP115843.1	17646	18515	+	870	0	0	0	0	0	0
gene-G6L97_RS23270	NZ_CP115843.1	18669	19421	+	753	0	0	0	0	0	0
gene-G6L97_RS23275	NZ_CP115843.1	19679	19978	+	300	0	0	0	0	0	0
gene-G6L97_RS23285	NZ_CP115843.1	20802	21116	+	315	0	0	0	0	0	0
gene-G6L97_RS23290	NZ_CP115843.1	21155	22261	-	1107	0	0	0	0	0	0
gene-G6L97_RS23300	NZ_CP115843.1	22854	22994	-	141	0	0	0	0	0	0
gene-G6L97_RS23305	NZ_CP115843.1	23365	24135	-	771	0	0	0	0	0	0
gene-G6L97_RS23310	NZ_CP115843.1	24143	24925	-	783	0	0	0	0	0	0
gene-G6L97_RS23315	NZ_CP115843.1	24945	25838	-	894	0	0	0	0	0	0
gene-G6L97_RS23320	NZ_CP115843.1	26083	26817	+	735	0	0	0	0	0	0
gene-G6L97_RS23325	NZ_CP115843.1	26814	27632	+	819	0	0	0	0	0	0
gene-G6L97_RS23330	NZ_CP115843.1	28235	28390	+	156	0	0	0	0	0	0
gene-G6L97_RS23345	NZ_CP115843.1	30731	31879	-	1149	0	0	0	0	0	0
gene-G6L97_RS23350	NZ_CP115843.1	32070	33194	+	1125	0	0	0	0	0	0
gene-G6L97_RS23355	NZ_CP115843.1	33229	34188	+	960	0	0	0	0	0	0
gene-G6L97_RS23360	NZ_CP115843.1	34230	35351	-	1122	0	0	0	0	0	0
gene-G6L97_RS23365	NZ_CP115843.1	35348	36502	-	1155	0	0	0	0	0	0
gene-G6L97_RS23370	NZ_CP115843.1	36499	37599	-	1101	0	0	0	0	0	0
gene-G6L97_RS23375	NZ_CP115843.1	37691	38836	+	1146	0	0	0	0	0	0
gene-G6L97_RS23380	NZ_CP115843.1	38826	41045	+	2220	0	0	0	0	0	0
gene-G6L97_RS23385	NZ_CP115843.1	41078	41428	+	351	0	0	0	0	0	0
gene-G6L97_RS23390	NZ_CP115843.1	41707	44682	-	2976	2	4	3	2	3	0
gene-G6L97_RS23395	NZ_CP115843.1	44989	45975	+	987	0	0	0	0	0	0
gene-G6L97_RS23400	NZ_CP115843.1	46026	47072	+	1047	0	0	0	0	0	0
gene-G6L97_RS23405	NZ_CP115843.1	47222	47893	-	672	0	0	0	0	0	0
gene-G6L97_RS23410	NZ_CP115843.1	48026	48352	-	327	0	0	0	0	0	0
gene-G6L97_RS28165	NZ_CP115843.1	48845	50518	-	1674	0	0	0	0	0	0
gene-G6L97_RS23425	NZ_CP115843.1	50481	50735	+	255	0	0	0	0	0	0
gene-G6L97_RS23430	NZ_CP115843.1	50728	51675	+	948	0	0	0	0	0	0
gene-G6L97_RS23435	NZ_CP115843.1	52183	52986	-	804	0	0	0	0	0	0
gene-G6L97_RS23440	NZ_CP115843.1	53039	54430	-	1392	0	0	0	0	0	0
gene-G6L97_RS23445	NZ_CP115843.1	54614	55522	+	909	0	0	0	0	0	0
gene-G6L97_RS23450	NZ_CP115843.1	55659	56363	+	705	0	0	0	0	0	0
gene-G6L97_RS23455	NZ_CP115843.1	56374	57030	+	657	0	0	0	0	0	0
gene-G6L97_RS23460	NZ_CP115843.1	57293	58183	-	891	0	0	0	0	0	0
gene-G6L97_RS23465	NZ_CP115843.1	58336	58944	+	609	0	0	0	0	0	0
gene-G6L97_RS23470	NZ_CP115843.1	58960	60108	+	1149	0	0	0	0	0	0
gene-G6L97_RS23475	NZ_CP115843.1	60131	60901	+	771	0	0	0	0	0	0
